"id","doi","title","dateCreated","elapsed"
"0f555f6c-50c4-4a1b-99f2-6cd64bad7780","10.7554/eLife.76940","Fam49b dampens TCR signal strength to regulate survival of positively selected thymocytes and peripheral T cells.","2024-08-19",5.1
"027c8538-8cb2-4891-976e-69977f10d8bc","10.7554/eLife.87434","Styxl2 regulates de novo sarcomere assembly by binding to non-muscle myosin IIs and promoting their degradation.","2024-05-30",2218.1
"07b24be4-6bba-4db6-998d-e7556a3e3407","10.7554/eLife.92426","Human DDX6 regulates translation and decay of inefficiently translated mRNAs.","2024-07-10",9.566666666666666
"11e96bb0-e6aa-49c9-9fd8-6aa3fcc1d162","10.7554/eLife.89287","Touch receptor end-organ innervation and function require sensory neuron expression of the transcription factor Meis2.","2024-02-14",28.716666666666665
"027026c4-161a-4f55-b904-6ce2fe3bb357","10.7554/eLife.86042","Actin networks modulate heterogeneous NF-κB dynamics in response to TNFα.","2024-09-22",3.816666666666667
"01d5460e-c42c-4110-8f2b-b184b4dbc7ba","10.7554/eLife.87559","Coupling of Slack and NaV1.6 sensitizes Slack to quinidine blockade and guides anti-seizure strategy development.","2024-01-24",2.35
"0d1b5b25-a36c-40e7-8476-79e89038af1c","10.7554/eLife.92236","mTORC1/S6K1 signaling promotes sustained oncogenic translation through modulating CRL3IBTK-mediated ubiquitination of eIF4A1 in cancer cells.","2024-05-07",2.7666666666666666
"1522e721-e584-4ace-841a-8310bd141c64","10.7554/eLife.92948","Prdm1 positively regulates liver Group 1 ILCs cancer immune surveillance and preserves functional heterogeneity.","2024-07-30",38.03333333333333
"3b7561ea-ef4b-4793-bc92-10da0be10946","10.7554/eLife.100446","A novel monomeric amyloid β-activated signaling pathway regulates brain development via inhibition of microglia.","2024-12-02",8.883333333333333
"1a64d7da-33cb-4e14-8a14-243ce3dde2dc","10.7554/eLife.102667","Target protein identification in live cells and organisms with a non-diffusive proximity tagging system.","2024-12-16",5.366666666666666
"40274e8f-3f1d-4809-8751-0eb1ec2d0adb","10.7554/eLife.95318","RBM7 deficiency promotes breast cancer metastasis by coordinating MFGE8 splicing switch and NF-kB pathway.","2024-07-09",7.45
"09c3cc8d-b02d-4d05-843b-55077975883e","10.7554/eLife.89889","Choline supplementation in early life improves and low levels of choline can impair outcomes in a mouse model of Alzheimer's disease.","2024-06-17",2.8666666666666667
"2161e379-bf21-4f7c-8720-aa425e7fa3b4","10.7554/eLife.89701","Systems analysis of miR-199a/b-5p and multiple miR-199a/b-5p targets during chondrogenesis.","2024-10-07",4.3
"70f892cb-143d-4bdc-87d5-eb238d86ef90","10.7554/eLife.88122","Ebola virus sequesters IRF3 in viral inclusion bodies to evade host antiviral immunity.","2024-01-25",19.316666666666666
"1b257dab-095b-4a63-8e57-60edbf32ff9a","10.7554/eLife.90184","14-3-3 protein augments the protein stability of phosphorylated spastin and promotes the recovery of spinal cord injury through its agonist intervention.","2024-01-09",4.15
"20213574-c7ab-45b0-ad52-b0bb5f9f34c0","10.7554/eLife.88256","PITAR, a DNA damage-inducible cancer/testis long noncoding RNA, inactivates p53 by binding and stabilizing TRIM28 mRNA.","2024-09-18",22.516666666666666
"2c138311-06b9-4a86-bdc2-48a447462b31","10.7554/eLife.92173","DNL343 is an investigational CNS penetrant eukaryotic initiation factor 2B activator that prevents and reverses the effects of neurodegeneration caused by the integrated stress response.","2024-09-11",1.8833333333333333
"3830b016-25f0-414c-91e7-dbfe17dba7aa","10.7554/eLife.96942","Formin-like 1β phosphorylation at S1086 is necessary for secretory polarized traffic of exosomes at the immune synapse in Jurkat T lymphocytes.","2024-10-09",16.283333333333335
"69aa3a4b-7eda-4305-9d61-79d8f242188d","10.7554/eLife.88905","Deficiency of IQCH causes male infertility in humans and mice.","2024-07-16",33.38333333333333
"0ce62d5b-0006-43c1-a72a-f1a29b789f6e","10.7554/eLife.92707","A 2-hydroxybutyrate-mediated feedback loop regulates muscular fatigue.","2024-08-26",3.9
"26cb2213-21d4-4777-9a79-e90a985edb1e","10.7554/eLife.91072","Single-molecule analysis reveals the phosphorylation of FLS2 governs its spatiotemporal dynamics and immunity.","2024-07-22",25.366666666666667
"a67eab1d-34e4-4c0f-a73f-a5d6f4065f45","10.7554/eLife.99194","Cyclic di-GMP as an antitoxin regulates bacterial genome stability and antibiotic persistence in biofilms.","2024-09-23",8.033333333333333
"2717dd5e-1448-4cd7-a445-4493c64bfe5c","10.7554/eLife.88466","E3 ubiquitin ligase Deltex facilitates the expansion of Wingless gradient and antagonizes Wingless signaling through a conserved mechanism of transcriptional effector Armadillo/β-catenin degradation.","2024-06-04",13.016666666666667
"3cc1fad5-ddd5-4ce4-8289-0d02ad717b52","10.7554/eLife.88024","ARID1A governs the silencing of sex-linked transcription during male meiosis in the mouse.","2024-11-19",39.95
"2d91f86c-fa67-4425-906c-85110ff89acd","10.7554/eLife.97267","Circular RNA HMGCS1 sponges MIR4521 to aggravate type 2 diabetes-induced vascular endothelial dysfunction.","2024-09-03",3.9
"45fc4ddc-57d3-4b0f-baf1-ebd34fb2b62a","10.7554/eLife.97902","A CDK1 phosphorylation site on Drosophila PAR-3 regulates neuroblast polarisation and sensory organ formation.","2024-06-22",4.216666666666667
"8f846123-d500-4740-a016-92e5ddf6634d","10.7554/eLife.89045","Gut microbiota-derived gamma-aminobutyric acid from metformin treatment reduces hepatic ischemia/reperfusion injury through inhibiting ferroptosis.","2024-03-06",24
"3e5f7872-45f4-45f2-a647-2dd4de8a9ab3","10.7554/eLife.96536","A transcription network underlies the dual genomic coordination of mitochondrial biogenesis.","2024-12-26",23.7
"3238a10c-f2a9-4482-9c6e-2552f4ba0807","10.7554/eLife.94302","S-acylation of NLRP3 provides a nigericin sensitive gating mechanism that controls access to the Golgi.","2024-09-05",5.483333333333333
"afb46e8b-7255-420a-9a5f-6aa21691579b","10.7554/eLife.87753","GABAergic synaptic scaling is triggered by changes in spiking activity rather than AMPA receptor activation.","2024-06-18",3.7
"3114fc5a-3686-48ba-aacf-41ac678e0026","10.7554/eLife.91864","Inhibition of the serine protease HtrA1 by SerpinE2 suggests an extracellular proteolytic pathway in the control of neural crest migration.","2024-04-12",17.616666666666667
"4d4f8e31-c88b-4745-b414-51f3e48f8106","10.7554/eLife.102222","A neurotrophin functioning with a Toll regulates structural plasticity in a dopaminergic circuit.","2024-12-19",5.2
"5e012b48-7ad4-42ae-b8cc-30d90c8be52e","10.7554/eLife.84798","Hsp47 promotes biogenesis of multi-subunit neuroreceptors in the endoplasmic reticulum.","2024-07-15",6.766666666666667
"867562e8-6e77-4bf9-9bb7-bea1105fc681","10.7554/eLife.92794","FBXO24 deletion causes abnormal accumulation of membraneless electron-dense granules in sperm flagella and male infertility.","2024-08-15",6.166666666666667
"6399cc16-84fc-49b8-b4be-fd47a313f032","10.7554/eLife.90316","Proteolytic cleavage and inactivation of the TRMT1 tRNA modification enzyme by SARS-CoV-2 main protease.","2024-05-22",3.9833333333333334
"b3c87835-7976-4e50-9949-23e1039416e2","10.7554/eLife.89835","Gle1 is required for tRNA to stimulate Dbp5 ATPase activity in vitro and promote Dbp5-mediated tRNA export in vivo in Saccharomyces cerevisiae.","2023-12-26",3.3
"a032f12a-fe30-44e7-b4b5-b8f27b89cf0a","10.7554/eLife.91218","A binding site for phosphoinositides described by multiscale simulations explains their modulation of voltage-gated sodium channels.","2024-03-06",4.4
"7b8045f2-0344-4aef-af8d-bbfc80bf38c9","10.7554/eLife.93517","The tRNA thiolation-mediated translational control is essential for plant immunity.","2024-02-07",14.883333333333333
"60188d5a-8dc8-4d94-8f01-e6d7cddf850f","10.7554/eLife.92755","Rho GTPase signaling and mDia facilitate endocytosis via presynaptic actin.","2024-03-14",8.183333333333334
"a07941da-85bc-4188-ac3a-d4b5702b3beb","10.7554/eLife.91260","PKR activation-induced mitochondrial dysfunction in HIV-transgenic mice with nephropathy.","2024-08-27",10.75
"a6068a85-beff-422c-b221-4d854528b0cf","10.7554/eLife.87386","The acetylase activity of Cdu1 regulates bacterial exit from infected cells by protecting Chlamydia effectors from degradation.","2024-02-12",3.683333333333333
"74d67d38-74fb-4617-ad67-3e4149344fe8","10.7554/eLife.90025","Deciphering the genetic interactions between Pou4f3, Gfi1, and Rbm24 in maintaining mouse cochlear hair cell survival.","2024-03-13",6.366666666666666
"3bb1b01a-11aa-4095-9a03-2d8a7c454e35","10.7554/eLife.92411","LRMP inhibits cAMP potentiation of HCN4 channels by disrupting intramolecular signal transduction.","2024-04-18",2.5833333333333335
"b7f77cc9-8033-4c5a-915f-30b7129a9c3f","10.7554/eLife.92679","Differential regulation by CD47 and thrombospondin-1 of extramedullary erythropoiesis in mouse spleen.","2024-06-06",25.183333333333334
"3bf06bf7-00e8-4c3b-bcc0-de782bacb590","10.7554/eLife.94694","Mouse SAS-6 is required for centriole formation in embryos and integrity in embryonic stem cells.","2024-03-04",6.033333333333333
"738b3fdd-5451-45d1-9f90-83197cc12620","10.7554/eLife.93087","Aberrant methylation and expression of TNXB promote chondrocyte apoptosis and extracullar matrix degradation in hemophilic arthropathy via AKT signaling.","2024-05-25",56.55
"7c2f650a-256a-418f-aa90-5eddf31dba2a","10.7554/eLife.83320","Syntaxin-6 delays prion protein fibril formation and prolongs the presence of toxic aggregation intermediates.","2024-08-28",2.45
"a936f5ed-2309-47fc-84ef-26e2fdad9a32","10.7554/eLife.96353","Spatiotemporal recruitment of the ubiquitin-specific protease USP8 directs endosome maturation.","2024-10-25",8.466666666666667
"a760c0b6-c29e-44c3-a1c1-3012b372750e","10.7554/eLife.97507","Maternal obesity may disrupt offspring metabolism by inducing oocyte genome hyper-methylation via increased DNMTs.","2024-11-28",27.65
"7c15a3e5-e6ac-4c5d-b794-ad9977949553","10.7554/eLife.94265","Tgif1-deficiency impairs cytoskeletal architecture in osteoblasts by activating PAK3 signaling.","2024-04-23",4.083333333333333
"3e02b85c-4e42-4d06-9f99-96616bfe5cde","10.7554/eLife.97827","CPT1A mediates radiation sensitivity in colorectal cancer.","2024-11-26",8.916666666666666
"de34b0c6-b4dc-4dad-a990-2610bb2fffb0","10.7554/eLife.95229","Senescent cells inhibit mouse myoblast differentiation via the SASP-lipid 15d-PGJ2 mediated modification and control of HRas.","2024-08-26",26.133333333333333
"405c7f93-f10b-4b28-ab8d-be532dec745a","10.7554/eLife.88772","Imidacloprid disrupts larval molting regulation and nutrient energy metabolism, causing developmental delay in honey bee Apis mellifera.","2024-03-09",128.91666666666666
"7b55a277-3181-4cc5-a97f-7c32a34a8470","10.7554/eLife.96933","Saccharomyces cerevisiae Rev7 promotes non-homologous end-joining by blocking Mre11 nuclease and Rad50's ATPase activities and homologous recombination.","2024-11-27",9.9
"80e5609f-33a6-4db8-a863-7619a3e14c47","10.7554/eLife.91927","Conditional chemoconnectomics (cCCTomics) as a strategy for efficient and conditional targeting of chemical transmission.","2024-04-25",2.75
"cbd5508e-913e-4456-a20f-4fe4a11479c4","10.7554/eLife.93094","7,8-Dihydroxyflavone is a direct inhibitor of human and murine pyridoxal phosphatase.","2024-06-02",10.083333333333334
"adcf7c9e-74f2-406e-a511-90a5a8d28d34","10.7554/eLife.90051","Neuronal NPR-15 modulates molecular and behavioral immune responses via the amphid sensory neuron-intestinal axis in C. elegans.","2024-02-28",8.183333333333334
"c34b330c-4177-4aba-a96f-0bb2ce039121","10.7554/eLife.94181","UPRER-immunity axis acts as physiological food evaluation system that promotes aversion behavior in sensing low-quality food.","2024-09-04",4.6
"4d9fb887-b561-42a2-85b8-81b2287dc4c2","10.7554/eLife.98016","CCDC113 stabilizes sperm axoneme and head-tail coupling apparatus to ensure male fertility.","2024-12-06",14.316666666666666
"c9f0b29b-76f7-418e-b9a3-9286cb414a62","10.7554/eLife.94842","Differential conformational dynamics in two type-A RNA-binding domains drive the double-stranded RNA recognition and binding.","2024-08-07",316.43333333333334
"6b236e16-54e1-4714-b834-6a54b9ba6acd","10.7554/eLife.91269","Tissue-specific O-GlcNAcylation profiling identifies substrates in translational machinery in Drosophila mushroom body contributing to olfactory learning.","2024-04-11",12.033333333333333
"9f960e8a-8340-46cb-9955-c1b27fe0d271","10.7554/eLife.88565","Delta-dependent Notch activation closes the early neuroblast temporal program to promote lineage progression and neurogenesis termination in Drosophila.","2024-02-20",16.816666666666666
"94f6073c-5567-4f40-bdce-a84719873463","10.7554/eLife.90192","Heparan sulfate promotes TRAIL-induced tumor cell apoptosis.","2024-01-23",5.633333333333334
"e723f3d9-8531-479c-a4cc-572d73204c5a","10.7554/eLife.94698","Defining cell type-specific immune responses in a mouse model of allergic contact dermatitis by single-cell transcriptomics.","2024-08-29",10.833333333333334
"96ae83ae-2c5a-432d-a50c-02a103bae690","10.7554/eLife.94520","The ketone body β-hydroxybutyrate ameliorates neurodevelopmental deficits in the GABAergic system of daf-18/PTEN Caenorhabditis elegans mutants.","2024-09-17",5.016666666666667
"fa58260a-701a-4f16-a610-dc22c1ee6bb0","10.7554/eLife.90820","Interplay between charge distribution and DNA in shaping HP1 paralog phase separation and localization.","2024-03-29",24.216666666666665
"bb3983f5-8d1b-4e20-86ea-c63e14c460ee","10.7554/eLife.89938","Membrane contact sites regulate vacuolar fission via sphingolipid metabolism.","2024-03-23",3.55
"cdfe5b24-967c-4a7e-b255-13ed940ac87d","10.7554/eLife.89613","Mechanically stimulated osteocytes maintain tumor dormancy in bone metastasis of non-small cell lung cancer by releasing small extracellular vesicles.","2024-03-25",11.85
"6bba3e83-e7b7-4e29-bc03-35d1e4d91798","10.7554/eLife.93117","UGGT1-mediated reglucosylation of N-glycan competes with ER-associated degradation of unstable and misfolded glycoproteins.","2024-12-06",16.25
"667182df-ff59-4cec-abf4-96e2a3873e38","10.7554/eLife.88328","Comparative interactome analysis of α-arrestin families in human and Drosophila.","2023-12-28",5.283333333333333
"b34b2cd8-7856-4322-90c2-c68c3b9ce7b3","10.7554/eLife.97654","Downregulation of semaphorin 4A in keratinocytes reflects the features of non-lesional psoriasis.","2024-12-26",8.566666666666666
"c2254ae4-e7eb-4678-9cad-5524b98e543d","10.7554/eLife.92418","Conformational dynamics of a nicotinic receptor neurotransmitter site.","2024-12-17",1.3833333333333333
"cf29a603-98d8-4aa8-84ea-7e2ed93119da","10.7554/eLife.94547","The non-mitotic role of HMMR in regulating the localization of TPX2 and the dynamics of microtubules in neurons.","2024-06-12",1.9
"77c594ae-4e53-47de-9f27-e801d8524ff3","10.7554/eLife.100205","Constitutively active receptor ADGRA3 signaling induces adipose thermogenesis.","2024-12-24",13.4
"726c4e0e-a844-4d1f-887c-9c354821d61e","10.7554/eLife.86204","Regulation of nuclear transcription by mitochondrial RNA in endothelial cells.","2024-01-11",3.433333333333333
"cdc4b49b-d3bb-4fc1-b146-14cdc65b5242","10.7554/eLife.95888","TMC7 deficiency causes acrosome biogenesis defects and male infertility in mice.","2024-09-10",21.566666666666666
"d904fce8-a7c3-4989-985f-868acd18f7fb","10.7554/eLife.89004","Sex-biased regulatory changes in the placenta of native highlanders contribute to adaptive fetal development.","2024-06-06",13.216666666666667
"d2da1116-a42e-4ef2-b89a-c2efe3b79391","10.7554/eLife.90203","The rapidly evolving X-linked MIR-506 family fine-tunes spermatogenesis to enhance sperm competition.","2024-04-09",168.45
"7df07c27-0f7a-4223-b685-be33231e405a","10.7554/eLife.91040","Purine nucleosides replace cAMP in allosteric regulation of PKA in trypanosomatid pathogens.","2024-03-16",12.183333333333334
"77d4f794-4e05-4dd4-b042-b5f160bc99b0","10.7554/eLife.96041","Spatiotemporal changes in Netrin/Dscam1 signaling dictate axonal projection direction in Drosophila small ventral lateral clock neurons.","2024-07-24",13.133333333333333
"d2827061-7442-4a1d-a81c-71bc2ae1fd29","10.7554/eLife.92731","Depletion of SMN protein in mesenchymal progenitors impairs the development of bone and neuromuscular junction in spinal muscular atrophy.","2024-02-02",4.7
"e1190715-6a69-411c-93fe-1ee3add8f92a","10.7554/eLife.83725","Catalytic activity and autoprocessing of murine caspase-11 mediate noncanonical inflammasome assembly in response to cytosolic LPS.","2023-12-24",8.45
"f82cc88d-d2d0-490b-a5c1-f568c62aac01","10.7554/eLife.99862","Dysfunctional S1P/S1PR1 signaling in the dentate gyrus drives vulnerability of chronic pain-related memory impairment.","2024-12-11",1.95
"9937544f-ab7f-4c65-a749-29ab446b66f3","10.7554/eLife.89687","Synapsin E-domain is essential for α-synuclein function.","2024-04-24",10.983333333333333
"8607de1a-cd49-4d17-a460-9deb41aece8b","10.7554/eLife.94180","SCC3 is an axial element essential for homologous chromosome pairing and synapsis.","2024-06-04",5.233333333333333
"d2e8b497-8a6c-41ec-ac56-9217a9f0727e","10.7554/eLife.95199","The cryo-EM structure of ASK1 reveals an asymmetric architecture allosterically modulated by TRX1.","2024-03-22",4.133333333333334
"e6fe126a-460c-4138-b5b6-45b5bf5ece3d","10.7554/eLife.95856","Obox4 promotes zygotic genome activation upon loss of Dux.","2024-06-20",1.6666666666666667
"d41d228e-2904-495f-8f78-a50d11319f2f","10.7554/eLife.84875","Spindle assembly checkpoint-dependent mitotic delay is required for cell division in absence of centrosomes.","2024-05-30",10.2
"d44e77e7-19a8-4747-9f74-4d09b2f24b22","10.7554/eLife.96891","Repulsive Sema3E-Plexin-D1 signaling coordinates both axonal extension and steering via activating an autoregulatory factor, Mtss1.","2024-03-29",7.766666666666667
"f0e6bf2e-96ed-4f90-a933-bae18fe6f264","10.7554/eLife.93662","Identification of a third myosin-5a-melanophilin interaction that mediates the association of myosin-5a with melanosomes.","2024-06-16",2.45
"9ffc09f3-83a2-4528-9a2b-babf47119327","10.7554/eLife.91060","Intermittent fasting promotes type 3 innate lymphoid cells secreting IL-22 contributing to the beigeing of white adipose tissue.","2024-03-17",8.8
"dfd686a3-5745-467a-a895-438d2ec4d331","10.7554/eLife.95811","GDF2 and BMP10 coordinate liver cellular crosstalk to maintain liver health.","2024-10-23",2.8
"d9fa057a-3d21-41b5-a45e-f49d76692fca","10.7554/eLife.91345","The ORP9-ORP11 dimer promotes sphingomyelin synthesis.","2024-08-02",21.116666666666667
"f0eb960f-15b3-40d0-a16c-6eeae35ffe06","10.7554/eLife.88808","Orai-mediated calcium entry determines activity of central dopaminergic neurons by regulation of gene expression.","2024-01-10",742.9833333333333
"be4e0999-70ea-4214-b51f-68fabdbb6e77","10.7554/eLife.89903","Essential function of transmembrane transcription factor MYRF in promoting transcription of miRNA lin-4 during C. elegans development.","2024-06-17",2.35
"e3062b09-43be-4686-9dde-06cc861b0ba9","10.7554/eLife.92376","Activity-dependent mitochondrial ROS signaling regulates recruitment of glutamate receptors to synapses.","2024-03-27",1.2666666666666666
"db63d390-eba5-48f7-ac77-31ea3db77875","10.7554/eLife.87935","Vangl2 suppresses NF-κB signaling and ameliorates sepsis by targeting p65 for NDP52-mediated autophagic degradation.","2024-09-06",8.85
"c6914d42-c229-4d82-a5f9-a464a9a9f796","10.7554/eLife.88879","Bestrophin-4 relays HES4 and interacts with TWIST1 to suppress epithelial-to-mesenchymal transition in colorectal cancer cells.","2024-12-18",2.35
"dd2da1ca-fc9f-4cf3-bba2-6e9937179945","10.7554/eLife.93013","The non-muscle actinopathy-associated mutation E334Q in cytoskeletal γ-actin perturbs interaction of actin filaments with myosin and ADF/cofilin family proteins.","2024-03-04",14.883333333333333
"ee4b7408-9da6-47c3-bdca-522ff12769ae","10.7554/eLife.99809","Isobaric crosslinking mass spectrometry technology for studying conformational and structural changes in proteins and complexes.","2024-11-11",7.616666666666666
"dcf5bec4-668c-448c-a84b-6cd6cb11abc1","10.7554/eLife.96445","Super-enhancer-driven ZFP36L1 promotes PD-L1 expression in infiltrative gastric cancer.","2024-10-02",2.6333333333333333
"fc743507-502b-40de-9e70-5a35bbbdb6d1","10.7554/eLife.97228","N-acetylation of α-synuclein enhances synaptic vesicle clustering mediated by α-synuclein and lysophosphatidylcholine.","2024-12-18",5.35
"e30c13dc-cf33-41c6-bfe4-3d074ee75c56","10.7554/eLife.90749","Txnip deletions and missense alleles prolong the survival of cones in a retinitis pigmentosa mouse model.","2024-05-06",8.5
"e115c3d4-29b1-40c3-8559-7e8ab7013b45","10.7554/eLife.95427","Noncaloric monosaccharides induce excessive sprouting angiogenesis in zebrafish via foxo1a-marcksl1a signal.","2024-09-29",11.616666666666667
"fc288f86-4e24-4b9c-b013-c7c2f2d0077a","10.7554/eLife.92645","Inhibition of miR-199b-5p reduces pathological alterations in osteoarthritis by potentially targeting Fzd6 and Gcnt2.","2024-05-09",9.016666666666667
"e59b4303-74d5-41dc-8c5b-ef0dd5247431","10.7554/eLife.96161","Neurons enhance blood-brain barrier function via upregulating claudin-5 and VE-cadherin expression due to glial cell line-derived neurotrophic factor secretion.","2024-10-23",11.816666666666666
"fad2b244-6323-4115-a84d-ecd957a6f9ef","10.7554/eLife.96988","LncRNA Snhg3 aggravates hepatic steatosis via PPARγ signaling.","2024-10-11",4.233333333333333